Takımlar,Oyuncu Değeri
Sivasspor,11.363323032913684
Fenerbahçe,8.36683402051115
Sivasspor,12.601460915152227
Sivasspor,15.75509833330565
Trabzonspor,4.724473045791202
Sivasspor,15.129597853774484
Trabzonspor,15.275992179186606
Galatasaray,9.875482046308989
Trabzonspor,13.17766814286546
Trabzonspor,14.664239832782718
Fenerbahçe,17.79091321080589
Malatyaspor,10.033039098598625
Galatasaray,17.353213690420066
Malatyaspor,16.820772104579426
Uşakspor,14.519004509896922
Sivasspor,14.959575336218958
Sivasspor,12.76137325066439
Beşiktaş,14.15224497940011
Malatyaspor,21.19627719508074
Galatasaray,11.281458308355358
Uşakspor,15.306416846959971
Uşakspor,11.30612617878262
Malatyaspor,15.204175492618893
Galatasaray,16.263147568505516
Galatasaray,16.614665002276123
Sivasspor,15.27684139597631
Sivasspor,11.777238474979086
Mersin İdmanyurdu,26.175726776910313
Trabzonspor,12.171796413861232
Uşakspor,18.911732274818636
Uşakspor,6.970419964668969
Galatasaray,15.8925929504919
Malatyaspor,13.297536151753055
Fenerbahçe,9.932329046353285
Sivasspor,15.567305839422822
Fenerbahçe,12.056666378020347
Uşakspor,12.755953037298294
Mersin İdmanyurdu,16.714980173211192
Fenerbahçe,12.175288945993353
Sivasspor,20.2377847938712
Galatasaray,10.505531542837264
Trabzonspor,21.934949942215496
Sivasspor,11.167615450787052
Beşiktaş,19.953693775742664
Trabzonspor,14.469272204593803
Uşakspor,11.525992918950477
Uşakspor,12.014565468549701
Trabzonspor,18.226765803800042
Uşakspor,21.469653901709364
Uşakspor,10.595451499506542
Uşakspor,13.763696072142308
Uşakspor,19.898139366629565
Sivasspor,13.506015811618562
Beşiktaş,13.545721130231048
Trabzonspor,13.82863020117148
Malatyaspor,8.423186876036464
Mersin İdmanyurdu,16.39935244285539
Sivasspor,13.394361862163219
Beşiktaş,6.061244436450849
Galatasaray,14.855418488635365
Uşakspor,20.679470101491546
Trabzonspor,13.151313538052282
Beşiktaş,13.963229720044096
Trabzonspor,13.804931029333774
Uşakspor,13.691574638627056
Mersin İdmanyurdu,18.851764451872953
Fenerbahçe,15.604889927497311
Mersin İdmanyurdu,14.292186227199522
Sivasspor,10.507412362237488
Malatyaspor,14.363919268392355
Sivasspor,6.084398137667032
Fenerbahçe,9.30694764918645
Uşakspor,14.078520168065225
Mersin İdmanyurdu,15.187034143110004
Galatasaray,13.166111563349816
Malatyaspor,13.578405085259854
Trabzonspor,12.742041167306224
Galatasaray,11.401409217679866
Beşiktaş,5.928777916294136
Fenerbahçe,12.249910613611714
Uşakspor,13.025216098494376
Uşakspor,11.671254335446914
Beşiktaş,13.111448466079857
Malatyaspor,17.57638514778318
Uşakspor,17.30537038355661
Uşakspor,11.762044994573735
Uşakspor,13.935453956212415
Mersin İdmanyurdu,19.863728701542872
Uşakspor,11.277722212915727
Sivasspor,14.869928398471119
Beşiktaş,18.24672201290419
Beşiktaş,14.897916499592096
Sivasspor,7.503147232997076
Uşakspor,14.121432897817686
Mersin İdmanyurdu,10.279341792447758
Uşakspor,11.933064109535287
Fenerbahçe,16.834535108584006
Trabzonspor,12.499608589967089
Beşiktaş,16.358701172134005
Malatyaspor,13.312763538893774
Sivasspor,11.100905311623833
Trabzonspor,12.535058344546457
Malatyaspor,20.36421424343758
Galatasaray,15.824103193323195
Mersin İdmanyurdu,17.865732877367545
Sivasspor,14.860269617700244
Trabzonspor,14.79208995129388
Mersin İdmanyurdu,12.245818859416897
Mersin İdmanyurdu,14.24243654808088
Mersin İdmanyurdu,18.675814930624398
Sivasspor,8.622299899994438
Uşakspor,10.168330459565263
Mersin İdmanyurdu,12.917477388702295
Galatasaray,14.951868294583743
Galatasaray,20.33440168252805
Uşakspor,14.498256233678278
Sivasspor,12.612479997541248
Malatyaspor,12.467196574992254
Uşakspor,12.731821927019306
Sivasspor,16.81082409145958
Malatyaspor,15.862711720327365
Fenerbahçe,16.340053581386975
Malatyaspor,13.96913391291362
Malatyaspor,15.748496279115137
Fenerbahçe,17.825438950069582
Trabzonspor,15.89007185275908
Trabzonspor,10.940896054530025
Malatyaspor,17.85815548034026
Beşiktaş,18.977680921976454
Galatasaray,13.177302222561625
Uşakspor,10.0505440256768
Beşiktaş,15.351819879615926
Beşiktaş,22.983095153129646
Uşakspor,14.125220711430249
Sivasspor,19.97208042182093
Beşiktaş,14.49512955469862
Trabzonspor,15.501456634136828
Mersin İdmanyurdu,18.6239267737536
Trabzonspor,13.310908274263353
Malatyaspor,17.52889066040893
Mersin İdmanyurdu,10.42042628241843
Mersin İdmanyurdu,11.285841316687614
Fenerbahçe,14.079687668611795
Sivasspor,13.443081973577943
Galatasaray,16.503963884140425
Malatyaspor,22.315023879133186
Sivasspor,14.81293178618264
Fenerbahçe,13.511545068724775
Uşakspor,12.412629152994857
Sivasspor,8.980847992952013
Beşiktaş,19.843726023824857
Malatyaspor,13.3605269806032
Mersin İdmanyurdu,9.396665019201043
Mersin İdmanyurdu,15.411537932696387
Mersin İdmanyurdu,7.509466883895671
Uşakspor,11.922903983332759
Fenerbahçe,15.065224893701034
Mersin İdmanyurdu,17.25422131407228
Galatasaray,22.139026368608448
Beşiktaş,9.157562175717617
Mersin İdmanyurdu,13.55272940788118
Trabzonspor,13.341938525951669
Beşiktaş,14.476650263990575
Trabzonspor,11.6475028186162
Malatyaspor,13.2887010925704
Mersin İdmanyurdu,14.840144344524306
Malatyaspor,13.409213038333178
Uşakspor,11.725608150775312
Uşakspor,11.524427422566847
Beşiktaş,12.807291242642197
Trabzonspor,12.373702651289104
Trabzonspor,15.67572910526769
Trabzonspor,10.925066692929416
Uşakspor,15.458270655537087
Sivasspor,13.588535396194304
Galatasaray,15.493589340646594
Trabzonspor,12.162355017210503
Sivasspor,16.64660616674733
Malatyaspor,18.729739294515554
Galatasaray,14.945361312414867
Uşakspor,13.84955209977912
Sivasspor,17.288078947306836
Mersin İdmanyurdu,8.215413035302594
Fenerbahçe,15.449238961733975
Fenerbahçe,5.8395330162082555
Galatasaray,16.791977048450516
Mersin İdmanyurdu,15.222523691295923
Uşakspor,12.583295219482329
Galatasaray,12.38593358528281
Trabzonspor,7.229837328622069
Trabzonspor,7.650562695683972
Mersin İdmanyurdu,5.5791567523787915
Fenerbahçe,12.980719606246701
Sivasspor,13.417226222496746
Sivasspor,11.170823230740659
Trabzonspor,19.675581776186732
Beşiktaş,7.31115680085367
Trabzonspor,16.45635563423496
Mersin İdmanyurdu,19.879606802627364
Malatyaspor,12.678358210638274
Malatyaspor,13.36073727600825
Mersin İdmanyurdu,18.654143125140745
Fenerbahçe,14.246660636005425
Mersin İdmanyurdu,18.61498749260754
Uşakspor,13.899257730583415
Beşiktaş,11.755611898507594
Mersin İdmanyurdu,8.63681730966501
Mersin İdmanyurdu,19.51865467325874
Galatasaray,21.069821350062988
Beşiktaş,9.852233070349298
Uşakspor,12.050502328864368
Trabzonspor,18.669974466514375
Trabzonspor,13.332031079260151
Beşiktaş,10.194910056159433
Sivasspor,6.099204365993818
Galatasaray,12.834947176090232
Beşiktaş,11.80057590415389
Uşakspor,10.156225942861466
Malatyaspor,18.869643084615085
Mersin İdmanyurdu,19.525624434538766
Uşakspor,14.673984505963755
Galatasaray,13.79579774165012
Malatyaspor,13.81651070407719
Malatyaspor,15.305449927493658
Galatasaray,14.465502674353603
Fenerbahçe,6.957873022584812
Uşakspor,12.127645714894522
Uşakspor,7.2493546549102446
Beşiktaş,15.130253169951454
Mersin İdmanyurdu,10.197145872264226
Mersin İdmanyurdu,9.413653689764072
Trabzonspor,16.31169608770613
Malatyaspor,13.270013632374374
Uşakspor,11.264922518182127
Malatyaspor,11.236635952900826
Fenerbahçe,16.476161637960544
Uşakspor,14.107307052240404
Malatyaspor,12.437423123419844
Uşakspor,10.614427628253585
Mersin İdmanyurdu,17.21061695781652
Beşiktaş,18.73089949670819
Fenerbahçe,9.15153647959932
Trabzonspor,22.80810667198525
Sivasspor,8.255162737160475
Fenerbahçe,15.403225570524745
Trabzonspor,20.399060091453848
Fenerbahçe,12.23950418042924
Malatyaspor,9.79631252677915
Malatyaspor,8.351481209754695
Trabzonspor,17.865611765477972
Galatasaray,15.249477496912686
Galatasaray,9.784024104877535
Uşakspor,12.601200361750056
Sivasspor,11.025508836123354
Beşiktaş,8.60456256265509
Beşiktaş,7.64976380842556
Mersin İdmanyurdu,16.90665510635701
Trabzonspor,14.263786128212384
Trabzonspor,17.175223072469066
Trabzonspor,13.412428937981524
Galatasaray,17.83047928978134
Fenerbahçe,19.851230325696953
Fenerbahçe,13.861955185393082
Mersin İdmanyurdu,18.717757177846956
Fenerbahçe,7.483539165896995
Trabzonspor,11.698246596804406
Beşiktaş,13.797411434929485
Trabzonspor,12.071556276135336
Fenerbahçe,20.637366184948426
Fenerbahçe,11.279330471562492
Trabzonspor,18.625132555673414
Uşakspor,18.3538776079096
Galatasaray,16.253960977576465
Uşakspor,15.443859028436236
Beşiktaş,15.041687253885533
Sivasspor,9.270472738516366
Uşakspor,18.480518324224743
Mersin İdmanyurdu,13.75836155314484
Sivasspor,11.099033637619906
Sivasspor,16.468886485367744
Uşakspor,13.280345423016232
Trabzonspor,13.954647741927277
Fenerbahçe,11.035576475828945
Galatasaray,2.3792420890164756
Beşiktaş,13.672399900183308
Uşakspor,6.644053385874879
Mersin İdmanyurdu,13.613625852846615
Galatasaray,13.783380751496068
Fenerbahçe,17.720917389152472
Trabzonspor,16.761388332113235
Trabzonspor,14.957586361116249
Galatasaray,13.346884016208067
Trabzonspor,12.921566642400792
Malatyaspor,15.79490138808405
Malatyaspor,12.94165876748447
Uşakspor,20.220963136930827
Trabzonspor,19.754928640841868
Beşiktaş,10.58455445969168
Galatasaray,14.04854006836134
Galatasaray,11.033372260820729
Trabzonspor,15.574756065697358
Beşiktaş,16.81010888457819
Fenerbahçe,18.548309780437897
Trabzonspor,13.993448357572888
Sivasspor,16.14569097888849
Sivasspor,13.844183426701996
Beşiktaş,17.014147493255827
Uşakspor,13.150061044197452
Galatasaray,15.836568272847956
Fenerbahçe,18.62612711913812
Mersin İdmanyurdu,9.319062674984542
Sivasspor,15.97603330972817
Malatyaspor,16.420778482678706
Uşakspor,11.756000731949602
Uşakspor,13.130714609126343
Malatyaspor,7.844681253498601
Fenerbahçe,12.453649760399259
Trabzonspor,10.428669284936966
Uşakspor,17.733926345291405
Beşiktaş,20.102165318064667
Mersin İdmanyurdu,12.93704066619703
Malatyaspor,19.432509731258918
Galatasaray,9.486080865549566
Uşakspor,13.514524214154527
Trabzonspor,13.332596918310395
Uşakspor,13.120026830776371
Sivasspor,15.499809322387547
Galatasaray,13.00849438509056
Mersin İdmanyurdu,14.061837408924998
Fenerbahçe,9.393308501263915
Malatyaspor,21.70918947212275
Sivasspor,13.59082889446693
Mersin İdmanyurdu,9.432166314464236
Trabzonspor,17.965277672088696
Galatasaray,17.161276378789477
Mersin İdmanyurdu,20.701853134897384
Beşiktaş,15.649593357918368
Fenerbahçe,11.77228036871607
Sivasspor,12.091118920406508
Trabzonspor,11.104820741277015
Sivasspor,10.755541050493013
Malatyaspor,15.1129217053571
Sivasspor,10.062303336079824
Fenerbahçe,14.633375516352679
Sivasspor,12.931445247701618
Fenerbahçe,11.474591659217124
Trabzonspor,7.727177290507502
Uşakspor,9.35719128358252
Malatyaspor,8.907952762015732
Beşiktaş,12.032927805359256
Galatasaray,8.162963041152324
Galatasaray,15.597687879957846
Mersin İdmanyurdu,16.76602272675822
Uşakspor,12.941595932395941
Sivasspor,12.340284675375049
Galatasaray,12.87468326647454
Malatyaspor,11.845998044538414
Fenerbahçe,13.297208967688428
Fenerbahçe,14.664872372653747
Sivasspor,9.778271476195211
Galatasaray,15.391129291801887
Trabzonspor,15.673585493263863
Sivasspor,18.973397985367498
Beşiktaş,20.422632680714703
Beşiktaş,11.485788051039503
Uşakspor,14.113291534200268
Mersin İdmanyurdu,13.394863775462511
Fenerbahçe,15.72555207225155
Malatyaspor,8.936535868657845
Fenerbahçe,22.431393523629772
Galatasaray,8.821893369514303
Sivasspor,15.027463389382776
Malatyaspor,13.674264972301827
Sivasspor,13.123784335938526
Sivasspor,15.709311807745058
Sivasspor,16.03734592644737
Trabzonspor,17.428291673514583
Galatasaray,9.163234088733994
Fenerbahçe,11.969414968321686
Uşakspor,11.626615747961448
Trabzonspor,14.44469029329638
Sivasspor,11.259131525954228
Galatasaray,8.505346269580013
Sivasspor,5.8036122615129795
Malatyaspor,15.16615951363855
Malatyaspor,11.635123827796871
Sivasspor,9.061507352493308
Trabzonspor,15.446633277563341
Mersin İdmanyurdu,15.289777261471874
Mersin İdmanyurdu,14.73088617826783
Galatasaray,18.02501156346756
Malatyaspor,12.49963558051529
Fenerbahçe,10.722300154258134
Trabzonspor,13.924112312109552
Trabzonspor,9.026837835731538
Trabzonspor,14.094276263217454
Fenerbahçe,19.37139282642333
Malatyaspor,18.382230455064242
Trabzonspor,16.413547387832836
Malatyaspor,15.537589941410289
Trabzonspor,17.907909631415553
Beşiktaş,10.508207104131573
Beşiktaş,13.736219445803988
Beşiktaş,12.575574025755758
Mersin İdmanyurdu,10.267098911139438
Trabzonspor,13.364222923683142
Mersin İdmanyurdu,14.16139390108132
Fenerbahçe,14.960719274554375
Mersin İdmanyurdu,10.298870280220934
Malatyaspor,14.154256735206435
Fenerbahçe,7.977293727183079
Mersin İdmanyurdu,21.77496781226753
Uşakspor,15.553105880141734
Mersin İdmanyurdu,2.574978892528943
Trabzonspor,13.825954038046552
Mersin İdmanyurdu,16.557761969880147
Beşiktaş,12.026863786972736
Sivasspor,10.993329895298942
Sivasspor,17.68042371432488
Beşiktaş,17.63874176921791
Trabzonspor,16.781391423255645
Sivasspor,18.304107053515224
Trabzonspor,11.275175262509936
Malatyaspor,18.577683349930417
Sivasspor,9.922583030505763
Beşiktaş,20.413142033162014
Galatasaray,14.769635751975034
Beşiktaş,13.220752793415413
Galatasaray,21.964780940770773
Trabzonspor,9.335796685451328
Malatyaspor,16.250187463978502
Fenerbahçe,14.021575154020768
Uşakspor,18.829852184917176
Fenerbahçe,15.53119398387273
Trabzonspor,12.044589707410893
Trabzonspor,11.893391665671526
Sivasspor,20.75146432466998
Uşakspor,9.507064243623567
Beşiktaş,9.220275190745836
Malatyaspor,16.09817939711196
Fenerbahçe,9.278114631603426
Galatasaray,16.98201052643371
Beşiktaş,10.553708036880327
Mersin İdmanyurdu,21.180119581976054
Beşiktaş,18.234183772213164
Malatyaspor,15.739315771981829
Fenerbahçe,10.337898992281131
Malatyaspor,18.327769512202174
Uşakspor,14.844342381335277
Malatyaspor,13.607866548682098
Beşiktaş,15.436366907603883
Malatyaspor,13.183237493958035
Malatyaspor,21.889875067276485
Trabzonspor,12.626306831278812
Trabzonspor,11.313635776928171
Uşakspor,16.928881985067164
Galatasaray,15.11632117367143
Uşakspor,12.058827080804903
Uşakspor,18.472355997651754
Uşakspor,15.959839395953987
Mersin İdmanyurdu,9.458002741019042
Uşakspor,18.08488933437877
Trabzonspor,3.3860398775532268
Uşakspor,13.051591279181883
Mersin İdmanyurdu,15.607502418793926
Trabzonspor,18.436032265644865
Malatyaspor,13.43623997314613
Uşakspor,10.372165583946325
Mersin İdmanyurdu,17.779221756873078
Trabzonspor,13.271558122304352
Mersin İdmanyurdu,21.072198027948453
Uşakspor,18.389868238391408
Beşiktaş,11.518767810212381
Trabzonspor,10.350142568829312
Trabzonspor,12.739529739510619
Sivasspor,20.45522421015368
Beşiktaş,14.9877076034296
Mersin İdmanyurdu,20.092275763315207
Mersin İdmanyurdu,18.096573374052806
Uşakspor,14.636214068475713
Beşiktaş,11.563806751577651
Galatasaray,11.4642936549331
Fenerbahçe,15.960072359076202
Galatasaray,14.50390683303848
Galatasaray,16.689816982841585
Uşakspor,11.739227731704515
Sivasspor,14.208276819446729
Uşakspor,20.2944829760138
Mersin İdmanyurdu,12.310286251561521
Malatyaspor,8.62500154059736
Galatasaray,15.475076798777653
Uşakspor,24.632952549460228
Sivasspor,13.715659065297139
Trabzonspor,11.54512711839455
Sivasspor,18.51385608700857
Mersin İdmanyurdu,13.325932539197234
Trabzonspor,13.476580978338381
Fenerbahçe,7.304447194800439
Trabzonspor,8.569156419775457
Galatasaray,11.683375142402992
Fenerbahçe,12.819432680952492
Malatyaspor,17.18615391812973
Galatasaray,11.798623980533328
Beşiktaş,21.224254455396217
Sivasspor,13.525850298402748
Trabzonspor,16.592387545177818
Galatasaray,9.670245140618475
Sivasspor,12.893667332806643
Uşakspor,11.734623064189899
Beşiktaş,15.75154392545526
Mersin İdmanyurdu,13.648237486621358
Mersin İdmanyurdu,12.797578999632758
Fenerbahçe,14.81972281037532
Trabzonspor,16.217999118164254
Malatyaspor,12.041534255876929
Malatyaspor,18.59884093211187
Sivasspor,13.168683722791101
Galatasaray,23.947972552277758
Mersin İdmanyurdu,14.378891910775879
Uşakspor,13.292159114419274
Fenerbahçe,7.722360876415444
Mersin İdmanyurdu,9.09133523720879
Uşakspor,14.134198117534558
Galatasaray,14.636688131499595
Fenerbahçe,16.73089425225285
Trabzonspor,12.853779371076875
Beşiktaş,12.07809040933083
Beşiktaş,19.41407979185806
Mersin İdmanyurdu,14.491824255303861
Uşakspor,14.236943189443355
Beşiktaş,15.447744336549462
Sivasspor,18.153847187446786
Mersin İdmanyurdu,16.90357265589177
Mersin İdmanyurdu,18.540972373428307
Beşiktaş,16.418021069521302
Malatyaspor,10.406881196152584
Sivasspor,15.970576529200384
Fenerbahçe,14.142365380951816
Mersin İdmanyurdu,17.099036084787187
Uşakspor,4.656738005293956
Trabzonspor,10.307686654313292
Trabzonspor,13.218749002079715
Mersin İdmanyurdu,14.379931258225703
Sivasspor,7.267835537416568
Trabzonspor,10.90434362498464
Mersin İdmanyurdu,18.374448875346793
Fenerbahçe,16.521662385545387
Galatasaray,12.549457183984181
Beşiktaş,13.217942482212928
Beşiktaş,16.82051992722103
Fenerbahçe,16.147973943902937
Malatyaspor,13.396475929339838
Malatyaspor,9.315661218775794
Sivasspor,14.968363340755188
Malatyaspor,20.3730758643023
Beşiktaş,19.416613511497257
Fenerbahçe,15.88311810983533
Fenerbahçe,14.967440649897561
Sivasspor,11.148951102191631
Sivasspor,17.12436140986287
Mersin İdmanyurdu,13.693622856319033
Fenerbahçe,5.518601359913633
Galatasaray,12.605359856651123
Uşakspor,9.134821149674083
Sivasspor,16.11594035848771
Trabzonspor,8.380162774328795
Mersin İdmanyurdu,18.49564517417127
Galatasaray,16.65222700910752
Fenerbahçe,14.777708254108376
Sivasspor,8.925521230974695
Uşakspor,9.039728216257014
Beşiktaş,18.40051372691461
Mersin İdmanyurdu,16.02332941139317
Uşakspor,14.10355211474242
Trabzonspor,12.141122747004887
Beşiktaş,15.459419819802298
Uşakspor,16.231958882581598
Uşakspor,10.921182935173327
Beşiktaş,20.19890551634827
Trabzonspor,15.806933847173358
Mersin İdmanyurdu,13.154310135662165
Uşakspor,12.695681885047701
Trabzonspor,13.688530203258226
Uşakspor,13.439942644357645
Trabzonspor,7.9801455556445
Trabzonspor,7.999527236087383
Fenerbahçe,12.6339846551463
Trabzonspor,19.140609789353203
Sivasspor,11.675530651883001
Uşakspor,11.283538462235018
Mersin İdmanyurdu,17.569604458773433
Malatyaspor,14.190326459339378
Beşiktaş,13.94441008915794
Malatyaspor,14.224289784795262
Mersin İdmanyurdu,19.764438810950224
Malatyaspor,17.899356483233312
Sivasspor,23.135680261985918
Malatyaspor,21.7874696405284
Beşiktaş,9.47004040838167
Trabzonspor,16.42579831300723
Beşiktaş,19.230994747564633
Galatasaray,16.17936483079915
Beşiktaş,13.776871184307469
Mersin İdmanyurdu,21.237767958837132
Sivasspor,12.099690609056719
Beşiktaş,10.778835702253792
Fenerbahçe,8.110506972214125
Uşakspor,12.181713928213014
Galatasaray,16.238714516082958
Beşiktaş,12.899670699851436
Sivasspor,15.056357276813515
Galatasaray,14.848160581608367
Fenerbahçe,8.281956739735215
Fenerbahçe,9.376051012360357
Beşiktaş,14.774918165620845
Beşiktaş,13.606348925894304
Trabzonspor,12.150865187393165
Galatasaray,13.722307048504474
Uşakspor,14.036783925382847
Malatyaspor,16.826189493693327
Malatyaspor,7.123442539374984
Galatasaray,15.180984057722998
Mersin İdmanyurdu,21.319109188978288
Uşakspor,8.711205885435243
Fenerbahçe,15.510924369512239
Galatasaray,11.957922065469536
Malatyaspor,11.81003753370268
Malatyaspor,14.976128728566197
Galatasaray,15.461136208155539
Fenerbahçe,13.719855976809239
Uşakspor,19.97506818273876
Fenerbahçe,14.276898594528062
Fenerbahçe,13.915798148994986
Fenerbahçe,9.668066268518388
Fenerbahçe,8.363817228832547
Uşakspor,9.226387268262611
Mersin İdmanyurdu,19.25985635249963
Fenerbahçe,18.88207868821269
Beşiktaş,13.760292006010237
Malatyaspor,19.360835981824174
Trabzonspor,20.12440617492674
Fenerbahçe,22.12968146602648
Uşakspor,16.185277605276838
Malatyaspor,10.514243015085583
Uşakspor,6.814888847880336
Uşakspor,13.812688075269403
Fenerbahçe,20.28594395831162
Fenerbahçe,6.491428949320507
Trabzonspor,12.130001768792724
Fenerbahçe,9.568866585907045
Fenerbahçe,12.498441663717953
Trabzonspor,12.216928762193248
Fenerbahçe,9.603749093976639
Sivasspor,14.868658602073072
Galatasaray,10.583447897210597
Trabzonspor,11.583723823041757
Beşiktaş,14.730436036560473
Trabzonspor,11.143211976610777
Malatyaspor,18.8069623292162
Uşakspor,11.865116510250374
Sivasspor,14.393217780815885
Mersin İdmanyurdu,18.073805275095367
Trabzonspor,12.283927516045985
Sivasspor,22.803474291712448
Galatasaray,12.554311558520334
Trabzonspor,11.372545871635747
Trabzonspor,9.74472641028875
Sivasspor,13.502035077516041
Beşiktaş,7.555425687260995
Galatasaray,14.97485977438268
Mersin İdmanyurdu,31.2588679673583
Uşakspor,19.968608255187934
Uşakspor,18.84901621756373
Fenerbahçe,14.780273985659804
Trabzonspor,15.806599879531724
Sivasspor,13.902175775687137
Galatasaray,8.745088599192158
Trabzonspor,10.610403635743387
Beşiktaş,12.517766262957016
Galatasaray,14.328429881608596
Mersin İdmanyurdu,16.005252537733714
Uşakspor,7.7274813002351666
Galatasaray,15.390629492775878
Trabzonspor,17.57962392366414
Sivasspor,15.233396773351638
Mersin İdmanyurdu,19.738231130126774
Sivasspor,15.861941396478649
Trabzonspor,17.296362058526164
Uşakspor,10.711735394301305
Fenerbahçe,12.041845282134142
Malatyaspor,19.614022388000294
Uşakspor,10.577590085235622
Trabzonspor,11.29508305433036
Malatyaspor,19.826325815599816
Mersin İdmanyurdu,14.207541378223803
Mersin İdmanyurdu,14.607705650400574
Mersin İdmanyurdu,16.62758850283081
Trabzonspor,17.32726603527159
Malatyaspor,14.591855199969958
Uşakspor,18.55836190362914
Beşiktaş,20.229291450742437
Fenerbahçe,13.410103388103465
Malatyaspor,17.81042557569999
Malatyaspor,15.897510618671078
Galatasaray,16.617188158874438
Galatasaray,15.09935708008209
Uşakspor,8.312268639181866
Galatasaray,12.324884036006692
Fenerbahçe,16.716438010040843
Uşakspor,11.205788237694005
Galatasaray,13.960739853547395
Sivasspor,16.148227530551136
Mersin İdmanyurdu,14.321293272474298
Trabzonspor,12.292342194331844
Mersin İdmanyurdu,20.814422396019996
Mersin İdmanyurdu,16.622036395533577
Beşiktaş,12.809037172211994
Trabzonspor,13.125239778194782
Trabzonspor,17.703363128115623
Fenerbahçe,17.69187743555674
Mersin İdmanyurdu,11.513072189661829
Trabzonspor,18.451477075242334
Malatyaspor,10.619689866978804
Beşiktaş,16.12264775773889
Galatasaray,13.306499305314292
Beşiktaş,14.913816731356961
Galatasaray,10.781622604644062
Trabzonspor,12.168172959774159
Malatyaspor,11.211969531929597
Uşakspor,14.30704766270071
Beşiktaş,19.582801867566634
Mersin İdmanyurdu,14.302728802214917
Galatasaray,12.172154050007004
Sivasspor,11.099795997104888
Sivasspor,10.65153772320177
Sivasspor,16.019778266032677
Sivasspor,11.5616118200652
Uşakspor,15.266839748195814
Uşakspor,17.97385682695585
Mersin İdmanyurdu,10.332512791863747
Fenerbahçe,12.78301238909582
Mersin İdmanyurdu,8.672049415930472
Trabzonspor,12.359987388758508
Fenerbahçe,11.8905491556015
Mersin İdmanyurdu,19.634796647252184
Sivasspor,11.810597798786493
Fenerbahçe,11.721673530286443
Sivasspor,17.93004573932595
Galatasaray,13.345920474527924
Fenerbahçe,9.365286912008255
Mersin İdmanyurdu,14.832601521154507
Galatasaray,15.16100930385007
Uşakspor,14.208810687155422
Mersin İdmanyurdu,17.974601672482393
Fenerbahçe,16.66513832461536
Sivasspor,16.623466867388593
Trabzonspor,13.36122619711771
Trabzonspor,16.072042892352094
Uşakspor,15.902744505667716
Mersin İdmanyurdu,15.05158502606768
Trabzonspor,13.553351247082224
Malatyaspor,19.162267135077535
Sivasspor,12.604883707630623
Beşiktaş,9.31611298433875
Fenerbahçe,15.161575746995762
Galatasaray,16.03105954406425
Galatasaray,17.801463854602357
Mersin İdmanyurdu,13.89675600720206
Mersin İdmanyurdu,13.700498980496176
Fenerbahçe,15.029731641546414
Trabzonspor,20.716667745904406
Sivasspor,14.302689742482201
Galatasaray,14.462877452108101
